ref,osm_type,osm_id,lat,lon,action
2,node,7348677152,47.0803699,2.3914391,modify
7,way,64600810,47.082285,2.3874815,modify
8,node,3580385265,47.0873738,2.3961002,modify
9,way,64597926,47.0766796,2.3842162,modify
1,,,47.100346,2.407024,create
10,,,47.081013,2.398782,create
3,,,47.07905,2.3897681,create
4,,,47.089676,2.4011858,create
5,,,47.085617,2.3934162,create
6,,,47.08441,2.3954074,create
