ref,osm_type,osm_id,lat,lon,action
7,node,3049597230,48.5843937,7.7578392,modify
1,node,2676662296,48.5834202,7.7412714,modify
4,node,5782485269,48.5780232,7.7499962,modify
8,node,1211016710,48.5901859,7.7485826,modify
6,node,520270764,48.5891964,7.6959277,modify
2,,,48.564507,7.760687,create
3,,,48.578735,7.751891,create
5,,,48.5862,7.7433305,create
