ref,osm_type,osm_id,lat,lon,action
6,node,6542888674,44.5554068,4.7513692,modify
3,way,74403022,44.556168,4.7377556,modify
5,way,74737390,44.5518552,4.769527,modify
1,,,44.532967,4.7450824,create
2,,,44.555923,4.75187,create
4,,,44.555435,4.7589254,create
7,,,44.556946,4.749496,create
8,,,44.560585,4.7476463,create
9,,,44.556507,4.7484593,create
